d,n,k,theta1,theta2,log_cost,pf_inv,eta,metric,qubits_in,qubits_out,qubits_max,depth,gates,dw,toffoli_count,t_count,t_depth
880,1023,341,1.1024054715693266,1.1024054715693266,259.97097668281145,6939220355121,0.463958854585046,dw,101,101,1635,3.05479517517609e+18,8.83637492867402e+19,1.01347152759828e+21,4.01367599345606e+18,2.9133209560856e+19,1.8077261328229e+18
888,1023,341,1.1025748798173025,1.1025748798173025,262.1097464486888,8718757711286,0.464172544791234,dw,102,102,1636,4.24737430375437e+18,1.21855579621062e+20,1.40511159970707e+21,5.53314407597933e+18,4.01766936691867e+19,2.50652871327001e+18
896,1023,341,1.1027405981012546,1.1027405981012546,264.2484400085523,10954860073854,0.464383686504161,dw,103,103,1637,5.90447485512856e+18,1.68023630995438e+20,1.94792409113937e+21,7.62702822770401e+18,5.54005026879179e+19,3.47497761288342e+18
904,1023,341,1.1029033141547326,1.1029033141547326,266.38705776084396,13763218954535,0.464592312352731,dw,104,104,1638,8.20722915318574e+18,2.31675805552428e+20,2.70039112058185e+21,1.05129390156192e+19,7.6390363656575e+19,4.81728667686989e+18
912,1023,341,1.1030631356969636,1.1030631356969636,268.52560009484006,17289915425065,0.464798437735059,dw,105,105,1639,1.1406923230135e+19,3.19431684351675e+20,3.74348547507966e+21,1.44903867235214e+19,1.05329599577764e+20,6.67768474334604e+18
920,1023,341,1.1032202365614023,1.1032202365614023,270.6640673916605,21717915872337,0.465002079149182,dw,106,106,1640,1.58526944349431e+19,4.40420704026054e+20,5.18950206877836e+21,1.99723091071816e+19,1.45229453951699e+20,9.25609625724473e+18
928,1023,341,1.103390725543303,1.103390725543303,272.79719861466816,27191280748527,0.46520369116175,dw,106,106,1640,2.18940573822234e+19,6.08262286631294e+20,7.167188930896e+21,2.75836315045775e+19,2.00575492794382e+20,1.27835367938969e+19
936,1023,341,1.103542432927487,1.103542432927487,274.93550294511374,34147787212774,0.465402396920931,dw,107,107,1641,3.04239173953565e+19,8.38618160243619e+20,9.93549353942174e+21,3.80174889475417e+19,2.76544971822066e+20,1.77183336217655e+19
944,1023,341,1.103691577910536,1.103691577910536,277.0737337582962,42880022753687,0.465598655180537,dw,108,108,1642,4.22731957155065e+19,1.15618558346497e+21,1.37729560205815e+22,5.23968736538479e+19,3.81279600191316e+20,2.45567593234091e+19
952,1023,341,1.1038379543797867,1.1038379543797867,279.2118914085226,53843301995473,0.465792470535191,dw,109,109,1643,5.87301830175206e+19,1.59391642770504e+21,1.90917873036369e+22,7.22107868241104e+19,5.25649278500313e+20,3.40314543648875e+19
960,1023,341,1.1039821519156288,1.1039821519156288,281.34997623690015,67600112871893,0.465983869116294,dw,110,110,1644,8.15894635988525e+19,2.19739393722801e+21,2.64653224158217e+22,9.95183584661163e+19,7.24691127315923e+20,4.71607886725851e+19
968,1023,341,1.1041239191360264,1.1041239191360264,283.48798859369913,84865336629778,0.466172854137784,dw,111,111,1645,1.13335572534168e+20,3.02926469463757e+21,3.66860802668122e+22,1.37148575926023e+20,9.99071871628208e+20,6.53514754738881e+19
976,1023,341,1.1042632886823465,1.1042632886823465,285.6259288244836,106532899314016,0.466359436629386,dw,112,112,1646,1.57418867055577e+20,4.17591789260519e+21,5.08530793549451e+22,1.89001335681147e+20,1.37729171771823e+21,9.05528592623773e+19
984,1023,341,1.1044012185123528,1.1044012185123528,287.7637972632764,133698430366474,0.466543652376054,dw,113,113,1647,2.1865459181744e+20,5.75711079233166e+21,7.04980830098548e+22,2.60481208914711e+20,1.89886040545659e+21,1.25479851291812e+20
992,1023,341,1.1045363116545175,1.1045363116545175,289.90159427025975,167799456934810,0.466725474490468,dw,114,114,1648,3.03660332462828e+20,7.93617216114848e+21,9.77230965755662e+22,3.58956504115009e+20,2.61766453261938e+21,1.73854912567452e+20
1000,1023,341,1.1046691449044002,1.1046691449044002,292.0393201825968,210586299855141,0.466904929098974,dw,115,115,1649,4.21672976659658e+20,1.09396047436313e+22,1.3545873070503e+23,4.94642419787592e+20,3.60843582476901e+21,2.40863737050616e+20
1008,1023,341,1.1047998871809819,1.1047998871809819,294.17697534812845,264262146721232,0.46708203161689,dw,116,116,1650,5.85502907178324e+20,1.5079369325984e+22,1.87764464595552e+23,6.81603688295739e+20,4.97410524487361e+21,3.33683267768802e+20
1016,1023,341,1.1049268785313933,1.1049268785313933,296.31456015670454,331717174562432,0.467256750127253,dw,117,117,1651,8.12728684102298e+20,2.07803569425372e+22,2.60203730352942e+23,9.38989701391192e+20,6.85486998717956e+21,4.62139839979738e+20
1024,1023,341,1.1050533613713212,1.1050533613713212,298.45207488686543,416225269248334,0.467429180853422,dw,118,118,1652,1.12828031584171e+21,2.86419363112062e+22,3.60660376798685e+23,1.2938064699622e+21,9.44850312397981e+21,6.4014706542516e+20
